Name;x;y;srid;layer;type;2005-01-01;2005-02-01;2005-03-01;2005-04-01;2005-05-01;2005-06-01;2005-07-01;2005-08-01;2005-09-01;2005-10-01;2005-11-01;2005-12-01;2006-01-01;2006-02-01;2006-03-01;2006-04-01;2006-05-01;2006-06-01;2006-07-01;2006-08-01;2006-09-01;2006-10-01;2006-11-01;2006-12-01;2007-01-01;2007-02-01;2007-03-01;2007-04-01;2007-05-01;2007-06-01;2007-07-01;2007-08-01;2007-09-01;2007-10-01;2007-11-01;2007-12-01
G104;587651;2317690;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G105;583957;2326907;32648;4;iw;-160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G113;584777;2322331;32648;4;iw;-800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G115;591454;2321985;32648;4;iw;-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G121;589536;2320375;32648;4;iw;-840;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G124;583387;2322271;32648;4;iw;-80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G126;580549;2325334;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G129;582286;2321931;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G132;581283;2323830;32648;4;iw;-300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G139;584290;2323219;32648;4;iw;-110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G140;580256;2326451;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G143;583051;2322539;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G147;583991;2330192;32648;4;iw;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G149;585380;2326708;32648;4;iw;-2400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G158;591472;2322405;32648;4;iw;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G160;589836;2320675;32648;4;iw;-1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G165;584721;2330609;32648;4;iw;-800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G166;584421;2322496;32648;4;iw;-25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G168;592492;2319625;32648;4;iw;-130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G173;586761;2328726;32648;4;iw;-60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G177;587061;2320748;32648;4;iw;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G178;581283;2323803;32648;4;iw;-300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G179;590393;2322230;32648;4;iw;-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G180;589832;2320756;32648;4;iw;-35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G182;581314;2325558;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G186;583245;2321702;32648;4;iw;-200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G188;592011;2320064;32648;4;iw;-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G194;581522;2325719;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G198;583391;2322641;32648;4;iw;-200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G205;583982;2330216;32648;4;iw;-60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G210;581595;2323053;32648;4;iw;-250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G211;590089;2322184;32648;4;iw;-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G212;591289;2322419;32648;4;iw;-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G216;591187;2320081;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G220;582958;2321854;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G222;581611;2327484;32648;4;iw;-200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G224;580041;2326316;32648;4;iw;-45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G225;587355;2328129;32648;4;iw;-75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G226;580504;2325091;32648;4;iw;-1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G230;586872;2328865;32648;4;iw;-250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G231;586945;2328926;32648;4;iw;-400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G232;586588;2328622;32648;4;iw;-180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G244;592449;2317787;32648;4;iw;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G246;581681;2331396;32648;4;iw;-320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G248;583489;2329712;32648;4;iw;-600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G249;583415;2330196;32648;4;iw;-200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G251;581605;2331490;32648;4;iw;-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G252;583806;2322082;32648;4;iw;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G253;583991;2324371;32648;4;iw;-250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G260;586873;2319335;32648;4;iw;-900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G261;587008;2317319;32648;4;iw;-300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G268;585265;2318944;32648;4;iw;-270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G272;583837;2323304;32648;4;iw;-195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G273;590013;2321476;32648;4;iw;-1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G275;583601;2323241;32648;4;iw;-1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G279;581899;2331001;32648;4;iw;-53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G282;581324;2325558;32648;4;iw;-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G283;586473;2321948;32648;4;iw;-5235;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G285;583601;2323241;32648;4;iw;-3600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G289;582466;2322284;32648;4;iw;-100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G293;583810;2329951;32648;4;iw;-40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G294;591703;2317288;32648;4;iw;-4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G295;591213;2321121;32648;4;iw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G297;583594;2329881;32648;4;iw;-170;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G306;580683;2330793;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G309;581590;2327406;32648;4;iw;-96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G310;580463;2330567;32648;4;iw;-750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G312;586404;2322667;32648;4;iw;-1680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G314;583439;2325569;32648;4;iw;-70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G315;582630;2321279;32648;4;iw;-250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G319;582287;2324144;32648;4;iw;-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G320;582549;2322446;32648;4;iw;-300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G321;582443;2322418;32648;4;iw;-240;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G332;585228;2320455;32648;4;iw;-80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G335;582746;2322520;32648;4;iw;-70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G337;580575;2330602;32648;4;iw;-72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G341;582604;2321525;32648;4;iw;-60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G343;592870;2319201;32648;4;iw;-3220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G344;592358;2321666;32648;4;iw;-1920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G345;588502;2319702;32648;4;iw;-2600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G346;593001;2319421;32648;4;iw;-350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G347;591408;2321234;32648;4;iw;-800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G348;590015;2318501;32648;4;iw;-680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G356;587024;2320407;32648;4;iw;-20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G358;583981;2322216;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G363;587158;2320346;32648;4;iw;-400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G364;580726;2330344;32648;4;iw;-50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G365;586670;2320936;32648;4;iw;-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G367;583982;2325224;32648;4;iw;-855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G368;585520;2319359;32648;4;iw;-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
G369;584273;2330866;32648;4;iw;-75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NT20;586823;2318826;32648;4;iw;-550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NT21;587963;2317474;32648;4;iw;-2125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NT22;586932;2317229;32648;4;iw;-900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NT31;586113;2321678;32648;4;iw;-7680;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NT32;588421;2318928;32648;4;iw;-120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NT36;585517;2319750;32648;4;iw;-400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0;586872,667080;2323438,056147;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;580634,874940;2325753,178363;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;581868,559935;2324276,130257;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;592003,124698;2320788,752312;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;588144,809924;2318842,439295;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;589360,105030;2323073,456794;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;585481,984531;2323134,647718;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;586039,933156;2326197,347861;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;581880,136305;2324216,377502;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;582997,869826;2322529,606395;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;590432,763895;2322418,573933;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;582561,751921;2325309,481409;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;588414,720388;2316931,338374;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;582744,275311;2330952,546215;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;585305,531879;2328356,182171;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;586735,729811;2329470,573866;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;583704,773101;2326551,290561;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;584036,433770;2323518,811604;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;582192,341771;2328570,628561;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;592804,338977;2319446,467948;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;582379,474444;2328741,873328;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;585919,694823;2325385,794771;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;587467,910234;2326298,887789;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;587696,042717;2318214,355994;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;588320,484006;2324261,544295;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;585356,646057;2323176,321903;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26;584559,367443;2326943,477909;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;584980,328195;2323723,189205;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;589957,380114;2320902,058073;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29;582661,529585;2331326,376464;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;589578,687709;2323516,607673;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31;582712,049227;2321521,643141;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
32;588261,297550;2321003,977091;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;589630,829060;2324758,087564;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;584125,218238;2329496,483970;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;586364,434815;2325905,333682;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36;588448,006226;2320776,454067;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37;586855,228573;2325627,386350;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
38;588912,483591;2326006,165369;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
39;582604,479739;2326082,234380;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;580681,003759;2325638,100665;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;588238,842379;2320827,056732;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;581947,288880;2326522,048621;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;583830,373719;2322902,945577;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;585094,117099;2325605,184041;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;586806,749663;2326016,047382;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;584413,315332;2324674,621567;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;582948,365221;2323857,095817;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
48;586004,675302;2329145,425104;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
49;588186,541703;2319345,956121;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50;581956,754727;2324670,057735;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
51;583838,388952;2322447,428518;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;580816,391403;2329119,022992;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
53;587414,065070;2322028,729797;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
54;582278,954711;2324896,813993;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55;581399,299053;2327325,220605;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
56;584710,332134;2327471,266452;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
57;583823,442288;2329827,022859;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;581831,895405;2329265,049525;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
59;589896,404840;2319726,299608;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;581458,381956;2327536,416537;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
61;585461,365909;2324673,466332;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
62;581105,412471;2332163,203880;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;592369,246240;2321817,549892;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;582629,742391;2323463,654855;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
65;586482,087251;2325529,276210;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;585323,163332;2323161,223493;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67;591981,772112;2320101,002631;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
68;585852,243257;2324928,195719;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
69;590195,745783;2320822,879229;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
70;588256,646903;2321460,658429;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71;587835,390485;2320010,416980;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
72;582375,485370;2328360,396745;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;583369,082322;2332083,737591;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
74;588053,826968;2322872,743557;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
75;583219,637503;2327271,784648;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;589438,404280;2321731,961217;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
77;587381,419949;2323966,969099;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
78;591010,241452;2320724,855992;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
79;589377,662379;2324281,945783;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;584573,017688;2321070,599611;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81;591984,997597;2320919,069629;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
82;583154,650512;2320081,995144;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
83;580565,336439;2328326,118079;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
84;585510,790562;2323252,010617;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
85;587459,359599;2321991,646379;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
86;584660,037378;2326227,455133;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87;584070,592768;2330123,551681;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
88;585644,648657;2318336,189651;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
89;589334,392859;2324676,428232;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;587786,214388;2317451,913495;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91;580240,032618;2328111,425201;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;586721,216473;2324027,027734;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;587425,593021;2322344,055512;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
94;584501,447130;2323427,205171;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;583128,009245;2329173,328263;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;585847,077591;2326404,627722;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
97;584588,864319;2325695,125852;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;581977,787511;2329313,800433;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;592871,288520;2321777,693291;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;584047,846023;2324953,026033;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
101;592723,110601;2317882,911367;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;585729,129087;2323586,371529;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;585175,521022;2322769,692323;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;588856,424675;2323841,489280;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
105;586097,130028;2325350,707550;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;592258,191555;2321230,864378;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;591767,832999;2319835,176274;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
108;584280,520891;2330213,850166;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
109;588623,030501;2323258,067474;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
110;581770,258438;2330754,045704;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;583523,391966;2330908,312237;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;583529,445951;2322504,005589;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;592863,251000;2318881,155108;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;584247,716348;2329593,748476;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;588348,640655;2322061,609510;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;589088,411501;2323772,618977;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;580745,581799;2325621,506110;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;582563,262843;2331084,955309;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;586286,591106;2329329,309871;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;586075,576925;2321807,103421;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;583141,621604;2320128,518501;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;585469,302735;2324554,734803;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;586695,590126;2320200,558600;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
124;589129,855704;2321711,722428;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;588046,006240;2324803,747995;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;590650,914508;2318464,790334;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;580986,995506;2328991,510248;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;588550,208912;2322619,694371;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;582257,716994;2326126,789193;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;582722,561041;2328091,813360;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;587552,174017;2322075,588608;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;583348,250721;2326385,650745;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;593372,774675;2320896,287565;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;589238,911868;2317835,178270;32648;1;prw;-150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
